Region,Country,State/Province,City,Location Name,Screen AR,Digital Projector, max AR (Digital),Film Projector,Screen Dimensions,Commercial Films Shown
Europe,Austria,,Graz,CineplexX Graz & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,17.4 m x 9.2 m,Yes
Europe,Austria,,Hohenems,Cineplexx Hohenems & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,17.0 m x 9.1 m,Yes
Europe,Austria,,Vienna,CineplexX Apollo Wien & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,17.6 m x 9.5 m,Yes
Europe,Austria,,Vienna,CineplexX Donau Plex IMAX Vienna,1.90:1,IMAX Laser CoLa,1.90:1,,20.5 m x 11.0 m,Yes
Europe,Austria,,Wiener Neudorf,CineplexX Westfield SCS & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,Yes
Europe,Belgium,,Antwerp,Kinepolis Mega NV Antwerpen & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,20.0 m x 11.0 m,Yes
Europe,Belgium,,Brussels,Kinepolis Brussels & IMAX,1.43:1,IMAX GT Laser,1.43:1,,27.6 m x 19.3 m,Yes
Europe,Belgium,,Charleroi,Pathe Charleroi & IMAX,1.90:1,IMAX GT Laser,1.90:1,,22.0 m x 16.0 m,Yes
Europe,Belgium,,Liege,Kinepolis Liege & IMAX,1.90:1,IMAX Laser XT,1.90:1,,20.0 m x 8.0 m,Yes
Europe,Czechia,,Prague,"IMAX Theatre, Palac Flora",1.43:1,IMAX Digital,1.90:1,IMAX GT3D 15/70 m m,23.9 m x 18.5 m,Yes
Europe,Finland,,Helsinki,Finnkino Itis & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,23.3 m x 13.3 m,Yes
Europe,France,,Archamps,Gaumont Archamps & IMAX,1.90:1,IMAX GT Laser,1.90:1,,25.0 m x 14.0 m,Yes
Europe,France,,Aubiere,Pathe Cine Dome Aubiere & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,19.00 m x 10.33 m,Yes
Europe,France,,Conflans-Sainte-Honorine,Pathe Conflans & IMAX,1.90:1,IMAX GT Laser,1.90:1,,25.0 m x 14.7 m,Yes
Europe,France,,Grenoble,Pathe Grenoble & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,Yes
Europe,France,,Ivry-sur-Seine,Cinema Pathe Quai d'Ivry & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,21.0 m x 11.0 m,Yes
Europe,France,,La Valette-du-Var,Pathe La Valette & IMAX,1.90:1,IMAX GT Laser,1.90:1,,24.38 m x 13.67 m,Yes
Europe,France,,Les Pennes Mirabeau,Pathe Plan de Campagne & IMAX,1.90:1,IMAX GT Laser,1.90:1,,25.0 m x 15.0 m,Yes
Europe,France,,Lieusaint,Pathe Carre Senart & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,Yes
Europe,France,,Marne-la-Vallee,Gaumont Disney Village & IMAX,1.90:1,IMAX GT Laser,1.90:1,,25.7 m x 14.8 m,Yes
Europe,France,,Montpellier,Gaumont Montpellier Multiplexe & IMAX,1.43:1,IMAX GT Laser,1.43:1,,22.39 m x 16.76 m,Yes
Europe,France,,Nimes,Kinepolis Nimes & IMAX,1.90:1,IMAX Laser XT,1.90:1,,17.17 m x 9.25 m,Yes
Europe,France,,Paris,La Geode,1.43:1,IMAX Dome with Laser,1.43:1,,23.7 m x 17.3 m,
Europe,France,,Poitiers,Futuroscope - Arthur the 4D Adventure,1.43:1,IMAX Dome with Laser,1.43:1,IMAX Dome 15/70 m m 3D,25.00 m x 14.0 m,No
Europe,France,,Poitiers,Futuroscope - Kinemax IMAX Theatre,1.43:1,IMAX GT Laser,1.43:1,,27.2 m x 21.4 m,No
Europe,France,,Rouen,Gaumont Rouen Grand Quevilly & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,20.30 m x 10.45 m,Yes
Europe,France,,Saran,Pathe Saran & IMAX,1.90:1,IMAX GT Laser,1.90:1,,22.0 m x 12.0 m,Yes
Europe,France,,Thillois,Gaumont Parc Millesime & IMAX,1.90:1,IMAX GT Laser,1.90:1,,22.0 m x 12.0 m,Yes
Europe,France,,Toulouse,Cinema Gaumont Labège & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,25.0 m x 15.0 m,Yes
Europe,France,,Toulouse,IMAX Cite de l'Espace,1.43:1,IMAX GT Laser,1.43:1,,21.5 m x 17.5 m,No
Europe,France,,Tours,Cine Loire & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,18.7 m x 10.5 m,Yes
Europe,France,,Valenciennes,Pathe Valenciennes & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,Yes
Europe,France,,Vaulx-en-Velin,Cinema Pathe Carre de Soie & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,17.90 m x 9.88 m,Yes
Europe,Germany,,Berlin,UCI Luxe East Side Gallery & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,22.3 m x 13.5 m,Yes
Europe,Germany,,Dortmund,CineStar Dortmund & IMAX,1.90:1,IMAX Laser XT,1.90:1,,20.04 m x 10.15 m,Yes
Europe,Germany,,Düsseldorf,UCI Düsseldorf & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,20.0 m x 10.5 m,Yes
Europe,Germany,,Frankfurt,CineStar Metropolis & IMAX,1.90:1,IMAX Laser XT,1.90:1,,21.34 m x 11.3 m,Yes
Europe,Germany,,Karlsruhe,Filmpalast aM ZKM & IMAX,1.43:1,IMAX GT Laser,1.43:1,,22.3 m x 15.8 m,Yes
Europe,Germany,,Kassel,Filmpalast Kassel & IMAX,1.90:1,IMAX GT Laser,1.90:1,,18.6 m x 9.8 m,Yes
Europe,Germany,,Leipzig,CineStar Leipzig & IMAX,1.90:1,IMAX Laser XT,1.90:1,,20.0 m x 10.19 m,Yes
Europe,Germany,,Leonberg,IMAX Leonberg,1.90:1,IMAX GT Laser,1.90:1,,38.8 m x 21.0 m,Yes
Europe,Germany,,Sinsheim,"IMAX 3D, Sinsheim Auto & TechnikMuseum",1.43:1,IMAX GT Laser,1.43:1,,27.0 m x 22.0 m,Yes
Europe,Germany,,Speyer,"IMAX Dome, Speyer TechnikMuseum",1.43:1,IMAX Dome with Laser,1.43:1,IMAX GT Dome 15/70 m m,24.0 m x 13.6 m,No
Europe,Greece,,Athens,Village Cinemas @ The Mall Athens,1.90:1,,1.90:1,,,Yes
Europe,Ireland,,Dublin,Cineworld Dublin & IMAX,1.90:1,,1.90:1,,18.6 m x 9.9 m,Yes
Europe,Ireland,,Blanchardstown,Odeon Blanchardstown & IMAX,1.90:1,,1.90:1,,16.4 m x 8.9 m,Yes
Europe,Italy,,Azzano San Paolo,UCI Cinemas Orio & IMAX,1.90:1,IMAX GT Laser,1.90:1,,29.6 m x 16.5 m,Yes
Europe,Latvia,,Riga,Apollo Kino & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,Yes
Europe,Luxembourg,,Kirchberg,Kinepolis Kirchberg & IMAX,1.90:1,IMAX Laser XT,1.90:1,,17.9 m x 9.5 m,Yes
Europe,Netherlands,,Almere,Kinepolis Almere & IMAX,1.90:1,IMAX Laser XT,1.90:1,,16.3 m x 8.7 m,Yes
Europe,Netherlands,,Amsterdam,Pathe Arena & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,20.4 m x 10.4 m,Yes
Europe,Netherlands,,Arnhem,Pathe Arnhem & IMAX,1.90:1,IMAX Laser XT,1.90:1,,21.0 m x 12.0 m,Yes
Europe,Netherlands,,Breda,Kinepolis Breda & IMAX,1.90:1,IMAX Laser XT,1.90:1,,16.7 m x 8.94 m,Yes
Europe,Netherlands,,Eindhoven,Pathe Eindhoven & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,18.0 m x 7.0 m,Yes
Europe,Netherlands,,Enschede,Kinepolis Enschede & IMAX,1.90:1,IMAX Laser XT,1.90:1,,17.4 m x 9.25 m,Yes
Europe,Netherlands,,Rotterdam,Pathe Schouwburgplein & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,18.0 m x 9.0 m,Yes
Europe,Netherlands,,The Hague,Pathe Spuimarkt & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,21.0 m x 11.0 m,Yes
Europe,Netherlands,,Tilburg,Pathe Tilburg & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,19.0 m x 10.0 m,Yes
Europe,Netherlands,,Utrecht,Pathe Utrecht Leidsche Rijn & IMAX,1.90:1,IMAX Laser XT,1.90:1,,20.0 m x 11.0 m,Yes
Europe,Norway,,Oslo,ODEON Oslo & IMAX,1.90:1,IMAX GT Laser,1.90:1,,24.2 m x 13.7 m,Yes
Europe,Poland,,Krakow,Cinema City Zakopianka & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,24.1 m x 17.4 m,Yes
Europe,Portugal,,Lisbon,Cinema NOS Colombo & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,21.4 m x 12.0 m,Yes
Europe,Serbia,,Belgrade,CineplexX Galerija Belgrade & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,Yes
Europe,Spain,,Madrid,Kinepolis Madrid & IMAX,1.90:1,IMAX Laser XT,1.90:1,,20.0 m x 8.0 m,Yes
Europe,Spain,,Valencia,"L'Hemisferic, Ciudad de las Artes y las Ciencias",1.43:1,IMAX Dome with Laser,1.43:1,IMAX GT Dome 15/70 m m,24.0 m x 13.6 m,No
Europe,Sweden,,Stockholm,"IMAX Cosmonova, Swedish Museum of Natural History",1.43:1,IMAX Dome with Laser,1.43:1,,23.0 m x 13.5 m,
Europe,Sweden,,Gothenburg,Filmstaden Bergakungen & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,Yes
Europe,Switzerland,,Chur,blue Cinema Chur & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,Yes
Europe,Switzerland,,Ebikon-Luzern,Pathe Mall of Switzerland & IMAX,1.90:1,IMAX GT Laser,1.90:1,,22.5 m x 12.5 m,Yes
Europe,Switzerland,,Geneva,Pathe Balexert & IMAX,1.90:1,IMAX Laser XT,1.90:1,,,Yes
Europe,Switzerland,,Spreitenbach,Pathe Spreitenbach & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,Yes
Europe,Ukraine,,Kyiv,Multiplex Lavina Mall & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,
Europe,Ukraine,,Kyiv,Planeta Kino River Mall & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,
Europe,Ukraine,,Kyiv,Respublica IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,
Europe,United Kingdom,,Ashford,Cineworld Ashford & IMAX,1.43:1,IMAX Laser CoLa,1.90:1,,23 m x 16 m,Yes
Europe,United Kingdom,,Barnsley,Cineworld Barnsley & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,Yes
Europe,United Kingdom,,Belfast,Cineworld Belfast & IMAX,1.43:1,IMAX Laser CoLa,1.90:1,,,Yes
Europe,United Kingdom,,Dunfermline,ODEON Dunfermline & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,Yes
Europe,United Kingdom,,Gateshead,ODEON Gateshead & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,19.0 m x 10.0 m,Yes
Europe,United Kingdom,,Glasgow,Cineworld Silverburn & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,24 m x 13 m,Yes
Europe,United Kingdom,,Liverpool,ODEON Liverpool ONE & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,Yes
Europe,United Kingdom,,London,"BFI IMAX, British Film Institute",1.43:1,IMAX Laser CoLa,1.90:1,IMAX GT3D 15/70 m m,26 m x 20 m,Yes
Europe,United Kingdom,,London,Cineworld Leicester Square IMAX,1.90:1,IMAX GT Laser,1.90:1,,26.5 m x 14.0 m,Yes
Europe,United Kingdom,,London,IMAX: The Ronson Theatre at the Science Museum,1.43:1,IMAX GT Laser,1.43:1,IMAX GT3D 15/70 m m,24.3 m x 16.8 m,Yes
Europe,United Kingdom,,Manchester,ODEON Trafford Centre & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,17.8 m x 9.7 m,Yes
Europe,United Kingdom,,Manchester,Vue Manchester IMAX & The Printworks,1.43:1,IMAX GT Laser,1.43:1,IMAX GT3D 15/70 m m,26.3 m x 18.8 m,Yes
Europe,United Kingdom,,Norwich,Odeon Norwich & IMAX,1.90:1,IMAX Laser XT,1.90:1,,18.24 m x 9.4 m,Yes
Europe,United Kingdom,,Rushden,Cineworld Rushden Lakes & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,23.8 m x 13.2 m,Yes
Europe,United Kingdom,,Sheffield,Cineworld Sheffield & IMAX,1.90:1,IMAX GT Laser,1.90:1,,23.9 m x 12.9 m,Yes
Europe,United Kingdom,,Swindon,VUE Swindon & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,Yes
Europe,United Kingdom,,Watford,Cineworld Watford & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,22.0 m x 11.6 m,Yes
Europe,United Kingdom,,York,Cineworld York & IMAX,1.43:1,IMAX Laser CoLa,1.90:1,,22.29 m x 16.81 m,Yes
Asia,Bahrain,Muharraq,Diyar Al-Muharraq,Reel Cinemas & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,17.6 m x 9.3 m,Yes
Asia,China,Beijing,Chaoyang,China National Film Museum & IMAX,1.43:1,IMAX GT Laser,1.43:1,,30.17 m x 19.51 m,
Asia,China,Beijing,Chaoyang,"IMAX 3D, China Science & Technology Museum",1.43:1,,,IMAX GT3D 15/70 m m,29.58 m x 21.93 m,
Asia,China,Beijing,Chaoyang,"IMAX Dome, China Science & Technology Museum",1.43:1,IMAX Dome with Laser,1.43:1,IMAX GT Dome 15/70 m m,30.0 m x 22 m,
Asia,China,Beijing,Chaoyang,Beijing Emperor Center & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,22.19  m x 11.76 m,
Asia,China,Beijing,Chaoyang,Beijing Fangyuanli ID Mall Bona & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,20.92 m x 10.9 m,
Asia,China,Beijing,Fangshan,Beijing Fangshan Wanda & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,22.85 m x 11.76 m,
Asia,China,Beijing,Haidian,Beijing Qinghe CGV & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,16.48 m x 8.31 m,
Asia,China,Beijing,Shijingshan,Beijing Shijingshan Wanda & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,23.22 m x 12.68 m,
Asia,China,Beijing,Tongzhou,Universal Beijing Resort Universal City Walk & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,
Asia,China,Chongqing,Jiangbei,"IMAX, Chongqing Science & Technology Museum",1.43:1,,,IMAX SR 15/70 m m,22.00 m x 16.00 m,
Asia,China,Chongqing,Yuzhong,"IMAX Dome, Chongqing Children's Museum",1.43:1,IMAX Dome with Laser,1.43:1,IMAX SR Dome 15/70 m m,18 m x 10 m,
Asia,China,Fujian,Fuzhou,Fuzhou Strait Culture Art Center Jinyi & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,20.39 m x 10.59 m,
Asia,China,Fujian,Xiamen,Xiamen Huli Wanda & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,20.18 m x 10.40 m,
Asia,China,Guangdong,Dongguan,"IMAX Dome, Dongguan Science & Technology Museum",1.43:1,IMAX Dome with Laser,1.43:1,IMAX GT Dome 15/70 m m,18 m x 10 m,
Asia,China,Guangdong,Dongguan,Dongguan Wanda & IMAX,1.43:1,IMAX GT Laser,1.43:1,,32.06 m x 19.51 m,
Asia,China,Guangdong,Guangzhou,Guangzhou New Park mei Ah & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,23.55 m x 12.31 m,
Asia,China,Guangdong,Guangzhou,Guangzhou Rock Square Flying & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,
Asia,China,Guangdong,Mao Ming,Mao Ming Donghui & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,
Asia,China,Guangdong,Shenzhen,Shenzhen One Avenue CGV & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,22.85 m x 11.76 m,
Asia,China,Guangdong,Shenzhen,Shenzhen Maxland Jinyi & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,22.74 m x 11.80 m,
Asia,China,Guangdong,Shenzhen,Shenzhen PAFC Mall Emperor & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,20.80 m x 11.00 m,
Asia,China,Guangdong,Shenzhen,Shenzhen Longgang Tianan Mix C & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,
Asia,China,Guangxi,Nanning,Nanning Qingxiu Wanda & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,22.76 m x 11.67 m,
Asia,China,Guizhou,Guiyang,Guiyang The Future Ark Cross & IMAX,1.90:1,IMAX GT Laser,1.90:1,,32.16 m x 18.17 m,
Asia,China,Guizhou,Guiyang,Guiyang Incity CGV & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,22.96 m x 11.94 m,
Asia,China,Guizhou,Guiyang,Guiyang Zhongda Wanda & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,18.92 m x 9.91 m,
Asia,China,Hebei,Shijiazhuang,Shijiazhuang Mix C & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,25.07 m x 13.90 m,
Asia,China,Heilongjiang,Daqing,"IMAX, Da Qing Science & Technology Museum",1.43:1,IMAX Dome with Laser,1.43:1,IMAX SR Dome 15/70 m m,18.0 m x 10 m,
Asia,China,Heilongjiang,Harbin,"IMAX, Heilongjiang Science & Technology Center",1.43:1,IMAX Dome with Laser,1.43:1,IMAX SR Dome 15/70 m m,,
Asia,China,Heilongjiang,Harbin,Harbin Tai Lai Era & IMAX,1.43:1,IMAX GT Laser,1.43:1,,28.65 m x 21.30 m,
Asia,China,Heilongjiang,Harbin,Harbin Mix C & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,
Asia,China,Heilongjiang,Harbin,Haxi Wanda Plaza IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,20.54 m x 11.49 m,
Asia,China,Henan,Zhengzhou,Zhengzhou Yoyo Park CGV & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,20.60 m x 10.64 m,
Asia,China,Henan,Zhengzhou,Zhengzhou Wanda Erqi & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,21.30 m x 11.70 m,
Asia,China,Hubei,Wuhan,Wuhan Wushang Dream Plazamoore & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,
Asia,China,Hubei,Wuhan,Wuhan Wushang Moore & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,21.34 m x 11.10 m,
Asia,China,Hunan,Changsha,Changsha Wanda & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,22.42 m x 11.51 m,
Asia,China,Jiangsu,Jingjiang City,Jingjiang In City CGV & IMAX,1.90:1,IMAX Laser XT,1.90:1,,,
Asia,China,Jiangsu,Nanjing,"IMAX, Nanjing Juvenile Science & Technology Center",1.43:1,IMAX Dome with Laser,1.43:1,IMAX SR Dome 15/70 m m,21.0 m x 11.5 m,
Asia,China,Jiangsu,Nanjing,Nanjing Uni Mall Omnijoi & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,21.92 m x 11.45 m,
Asia,China,Jiangsu,Suzhou,Kunshan Mix C & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,23.84 m x 12.30 m,
Asia,China,Jiangsu,Wuxi,Wuxi Livat Jinyi & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,23.22 m x 12.68 m,
Asia,China,Jiangsu,Wuxi,Wuxi Big World & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,20.82 m x 10.83 m,
Asia,China,Jiangsu,Wuxi,Wuxi Yaohan CGV & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,20.34 m x 10.73 m,
Asia,China,Jiangsu,Wuxi,Wuxi Jiangnan Joy City Big World & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,25.00 m x 13.00 m,
Asia,China,Jiangxi,Nanchang,Nanchangmix C & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,17.98 m x 9.44 m,
Asia,China,Liaoning,Dalian,Dalian Jingkai Wanda & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,22.01 m x 11.51 m,
Asia,China,Liaoning,Shenyang,Shenyang Olympic Wanda IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,22.19 m x 11.61 m,
Asia,China,Liaoning,Shenyang,"IMAX, Liaoning Science & Technology Museum",1.43:1,IMAX GT Laser,1.43:1,,28.98 m x 22.00 m,
Asia,China,Inner Mongolia,Hohhot,Hohhot East Xinhua Road Wanda & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,21.24 m x 10.87 m,
Asia,China,Shandong,Jinan,Jinan Gaoxin Wanda & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,23.02 m x 11.85 m,
Asia,China,Shandong,Jinan,Jinanmix C & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,22.85 m x 11.73 m,
Asia,China,Shandong,Jinan,Shandong Science & Technology Museum,1.43:1,IMAX GT Laser,1.43:1,,,
Asia,China,Shandong,Qingdao,Qingdao Wanda CBD Cinema IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,21.20 m x 11.00 m,
Asia,China,Shanghai,Baoshan,Wanda Shanghai Baoshan & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,20.05 m x 10.48 m,
Asia,China,Shanghai,Hongkou,Jinyi Cinema & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,17.82 m x 8.44 m,
Asia,China,Shanghai,Huangpu,Shanghai One East Palace & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,19.49 m x 10.11 m,
Asia,China,Shanghai,Jinshan,Shanghai Daning ImI X Park Hoyts & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,25.88 m x 13.46 m,
Asia,China,Shanghai,Jinshan,Shanghai Jinshan Wanda & IMAX,1.90:1,IMAX Laser XT,1.90:1,,23.16 m x 12.10 m,
Asia,China,Shanghai,Pudong,"IMAX Dome, Shanghai Science & Technology Museum",1.43:1,IMAX Dome with Laser,1.43:1,IMAX GT Dome 15/70 m m,23.0 m x 13 m,
Asia,China,Shanghai,Pudong,"IMAX 3D, Shanghai Science & Technology Museum",1.43:1,,1.43:1,IMAX GT3D 15/70 m m,24.3 m x 18.3 m,
Asia,China,Shanxi,Taiyuan,Taiyuan Wanda & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,26.51 m x 14.06 m,
Asia,China,Shanxi,Taiyuan,Taiyuan Mix C & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,22.85 m x 11.86 m,
Asia,China,Sichuan,Chengdu,Chengdu Mixc Ph2 Broadway & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,24.52 m x 12.80 m,
Asia,China,Sichuan,Chengdu,Chengdu Shin Kong Plaza Emperor & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,23.87 m x 12.46 m,
Asia,China,Yunnan,Kunming,Kunming Panxing Dadu LLC & IMAX,1.43:1,IMAX GT Laser,1.43:1,,23.10 m x 17.37 m,
Asia,China,Yunnan,Kunming,Kunming Xishan Wanda & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,22.13 m x 11.66 m,
Asia,China,Zhejiang,Ningbo,Ningbo Mixc & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,25.88 m x 13.92 m,
Asia,Hong Kong,Kowloon,Yau Tsim Mong,Hong Kong ISQUARE Emperor & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,20.94 m x 11.80 m,Yes
